id_mercado,id_liga,num_opciones,margen_casa_pct,timestamp,opcion_1_id,opcion_1_momio,opcion_1_prob,opcion_1_tendencia,opcion_2_id,opcion_2_momio,opcion_2_prob,opcion_2_tendencia,opcion_3_id,opcion_3_momio,opcion_3_prob,opcion_3_tendencia,opcion_4_id,opcion_4_momio,opcion_4_prob,opcion_4_tendencia
882043742,31908190,2,-22.22,2026-06-26T22:47:42.407789,2846148637,2.0,50.0,INCR,2846148638,3.6,27.78,DECR,,,,,,,,
882043835,31908201,4,38.51,2026-06-26T22:47:42.409912,2846149139,1.7,58.82,DECR,2846149141,3.65,27.4,INCR,2846149140,3.8,26.32,DECR,2846149140,3.85,25.97,DECR
