timestamp,archivo_origen,msg_ref,momio_decimal,estado_linea,id_seleccion,id_mercado,meta_b64,tendencia,variacion_pts,momio_fraccionario,id_liga,meta_decodificada
2026-06-26T22:47:42.407789,20260626_224323_822507_ws_U.json,M882043742+,2.00,LP,2846148637,882043742,Mjg0NjE0ODYzNzoxLzE6OjA,INCR,+100,1/1,31908190,Mjg0NjE0ODYzNzoxLzE6OjA
2026-06-26T22:47:42.407850,20260626_224323_822507_ws_U.json,M882043742+,3.60,LP,2846148638,882043742,Mjg0NjE0ODYzODoxMy81Ojow,DECR,+260,13/5,31908190,2846148638:13/5::0
2026-06-26T22:47:42.408364,20260626_224329_008053_ws_U.json,M882043835+,3.85,LP,2846149140,882043835,Mjg0NjE0OTE0MDo1Ny8yMDo6MA,DECR,+285,57/20,31908201,Mjg0NjE0OTE0MDo1Ny8yMDo6MA
2026-06-26T22:47:42.409912,20260626_224341_170637_ws_U.json,M882043835+,1.70,LP,2846149139,882043835,Mjg0NjE0OTEzOTo3LzEwOjow,DECR,-143,7/10,31908201,2846149139:7/10::0
2026-06-26T22:47:42.409950,20260626_224341_170637_ws_U.json,M882043835+,3.65,LP,2846149141,882043835,Mjg0NjE0OTE0MTo1My8yMDo6MA,INCR,+265,53/20,31908201,Mjg0NjE0OTE0MTo1My8yMDo6MA
2026-06-26T22:47:42.409972,20260626_224341_170637_ws_U.json,M882043835+,3.80,LP,2846149140,882043835,Mjg0NjE0OTE0MDoxNC81Ojow,DECR,+280,14/5,31908201,2846149140:14/5::0
2026-06-26T22:47:42.410092,20260626_224341_246521_ws_U.json,M881943435+,4.80,LP,2845829016,881943435,Mjg0NTgyOTAxNjozODAvMTAwOjow,INCR,+380,380/100,31905159,2845829016:380/100::0
